date,amount,description
21/03/2022,-30.04,YPgCpBVAWW amzn ForDf
11/02/2022,-75.5,UEZkiHXWJm bus ilIyt
11/04/2021,-39.99,psyNzDPMYB metrolink fSPfF
20/03/2022,-50.14,taejezsjpx nabu casa VMaQt
10/01/2021,-50.53,cvNovJxsIZ john lewis IaAau
09/01/2022,-62.33,tuHjdOYdyX adobe Okyes
20/03/2022,-36.31,uaJcMjhpbk metrolink TVGly
26/03/2021,-48.13,bLOCjvxzzH fitness TCJIB
23/06/2022,-52.77,NnyhmptWuo energy HACqF
29/01/2021,-61.95,QySiOXHxyg tesco rIsVx
20/10/2021,45.71,QhbMvFepLC paycheck IRoHm
07/08/2022,-35.27,kplBMiVVZN energy kfJnX
18/08/2022,38.72,pnlqjgZqkV salary gpaoV
27/07/2021,-31.4,QwmTVsCnGD united utilities MIkMO
14/11/2020,52.21,YFKYPaQTuO salary KkJcd
11/02/2021,-50.29,JhYgyNoqSP m&s EUZkj
11/05/2022,10.04,RVsLwAmvZS salary QYcMc
27/01/2021,-67.44,NVNFHHUeWM asda lDEpW
04/11/2021,-11.78,LbLLcWbAFb united utilities ILjpR
22/04/2021,-22.73,elYyWWkRPq fuel WhIAH
07/08/2021,31.17,cmutlBiooK birthday gift sLJlv
08/09/2020,-38.52,bcnAjMHifp amazon mmwHx
27/04/2021,-55.55,AUtZpPauES cinema abGCG
26/10/2020,-65.88,gwPqxrhqej greggs ClCem
10/07/2022,-32.24,oJQdugYmXe fitness bzkQu
07/03/2022,-82.07,vIWcmuEUly m&s wjRXP
25/01/2022,-91.28,AzRVcmXEGu aldi jsImW
18/05/2022,-94.61,zqcUmACxuB john lewis aIkPN
12/07/2022,-46.67,PtzRZGlNTV sainsbury wEUqi
01/03/2022,-57.43,gDugMzmVUL adobe NKHuW
24/02/2022,-86.88,TTIEQzzGMb octopus CUowm
27/01/2022,80.21,iTAuyslqEk birthday gift HZDdo
25/11/2021,-96.43,wwnVdVDizC gym bjSPL
23/10/2020,-33.84,THrQRhxutU invest Gomut
27/08/2020,-41.88,MYpQrkOCBV o2 WZjbR
04/09/2021,-77.89,jonYbninkt marks&spencer rBvST
30/03/2022,-27.67,NWEKSvbjlv vanguard LrQnz
06/05/2021,-48.31,OBRHhOMhfl cash kDzkT
31/03/2022,3.22,uBzRLjXUtW salary WAQbx
01/04/2022,-48.06,lTqmRfgLWF bowling JjBhR
13/01/2022,88.65,kQlBpllEbK salary SARGO
03/02/2021,-45.24,XOqNOAVZcn bus EVWxw
30/09/2020,14.65,YbALeZeLPC paycheck ufoXg
13/10/2021,-60.68,eseWdbiqZc amazon UhiLs
08/12/2020,64.73,DMwmuODjya salary cgslH
28/09/2020,-74.18,PkMuBeBPwC tfgm BjwaZ
06/09/2020,-25.96,AErDpFCCRc coop ZPztX
11/03/2021,48.32,duHhnPrxOX salary cdRem
16/12/2020,-10.8,MfoLLiXvGr amazon lIUsJ
22/02/2021,-67.78,AVxPMrZtNr aldi TMcbT
06/06/2022,-29.91,CxYvCHNAJB nandos fOtgK
25/01/2021,-26.94,AKrXAGmuqT bus kgkAQ
02/12/2021,-87.83,NpFHhsXndC amzn uVnAP
11/06/2021,-20.11,sykeMbdvHV british gas WirTw
10/02/2022,-51.85,WHxBKsQjDv invest uOcoK
02/06/2021,-63.6,BxzHcfydlb bus Phfui
25/05/2022,-60.85,ARtfCXFPnJ bt vnYct
09/06/2022,-45.87,HNTbHKQqET nandos FXnvr
02/10/2021,-64.89,gXNpkXNeYm fitness VlllA
07/09/2021,-60.18,eIofOdHogU nandos hbvIJ
17/04/2021,34.01,SLMmuIUxFf paycheck KutYB
16/03/2022,73.73,IXfBXHCdew birthday gift OQHcL
13/09/2021,-9.98,myanToABpL vanguard gQGie
25/01/2022,-73.72,DNcGhtNgBr coop bmEQg
30/07/2021,-34.75,unFbHVhfqd metrolink Qvjzj
18/04/2021,-59.11,UylHEnUkcA cash MFeuW
06/11/2021,-56.0,zFpinoZqSq energy RmJuI
12/10/2021,-76.68,VaxpyLZSFQ marks&spencer Rssyy
30/08/2021,-57.67,GjhYlqTyhQ nandos rzTMg
17/07/2022,-51.55,RMeyApRLJC amazon kbZtA
20/09/2020,-12.59,NmXYUpjqdQ nabu casa ozBqv
22/07/2022,71.27,AoYRnOQrYl paycheck tktFx
07/12/2020,-86.79,cAATAUSDGp cinema TFmqU
23/04/2022,68.39,BjqYcBYkKQ paycheck Ahuhx
30/07/2021,-58.95,fAUbcwzGMH marks&spencer OmLsr
18/05/2021,-87.64,RKyJSmdfgW metrolink oreVv
07/08/2021,-52.43,uriNUIfVXp fuel mEfCZ
15/07/2021,-76.99,wFCiMxvfzd fuel OfCKj
23/10/2021,-65.31,OjQIHhyjMP john lewis XbaIc
28/08/2021,6.16,mBAOVNQnFx salary QJBiH
16/03/2022,-89.04,gjeRpAIBTz gym YfTrE
13/01/2021,-72.65,kyRpXKdyjk john lewis SZdET
18/11/2021,-84.24,ESvQSMkBeB fitness aEajy
17/03/2021,-91.0,bdZwFbvkpf etoro gtiRY
06/01/2022,-72.55,VHZwumUZLQ gym vIJWZ
16/06/2021,38.73,OcYbKLShJa salary lAFFn
25/11/2021,-79.08,LPCRfwqzoP sainsbury eJXUj
22/11/2020,27.33,raEjrwYElv salary dsaOA
20/05/2021,-45.11,YPYYAZuNNV apple BeELf
24/11/2021,-42.94,tHiiAjZkpF coop kyCVI
15/03/2022,-59.52,GPDXLkFCWu m&s vNFeZ
30/04/2022,-65.5,jCnxzUXcGE metrolink cDkCl
14/10/2021,-43.68,nRRofgDjxJ spa RKnOc
16/10/2021,1.3,MpHRtMGTVN salary Fveqq
12/09/2020,-42.1,IckgZEpKhL o2 OPlWT
15/07/2022,-63.13,wNdzkJncrt aldi GKQvu
20/11/2020,-4.72,zdwfoKLwdY cinema HBMjR
03/02/2022,-51.21,CvkJmeQIHq amzn JuAWc
19/01/2021,-91.25,UStOglHXkj adobe VZNxx
03/09/2020,-47.89,lkMEndjkNb cinema rcGvj
04/03/2021,-78.33,llhRbbwbjY spa HPOCt
13/05/2021,-81.16,vSDAUAKton coop lrDpt
29/06/2022,40.52,CgVtghfzhh salary tueTQ
30/03/2022,12.79,dzGpKWptvU paycheck hCJhW
02/01/2021,-18.83,lnUsnWzJrE aldi jrXQK
27/07/2021,-28.21,zPihflFbht bus aELPP
09/05/2021,1.48,BFLIZRBGFS paycheck VWLvw
12/06/2021,-82.45,hlRZHRQDDR john lewis IfONi
23/02/2021,-48.2,WIEimQLnLv nandos aulZS
01/07/2022,-60.32,QvzyXHjazB cinema SIirz
24/11/2020,-71.17,wqipkOsvig tesco hdUEf
22/03/2022,57.39,qDpqrgmATR salary BKYkJ
23/04/2022,-86.21,CBiWxMRYSm nandos Dlrac
07/12/2020,-71.34,yFdMSkzdzW spa Npxhw
02/07/2021,-44.1,JYYauuDOBi tfgm TcaBF
04/02/2021,-39.51,hKFGcOZYlS marks&spencer QzRGS
10/03/2021,-67.85,QnKnNwyAmb tfgm IckUO
24/05/2021,-32.86,xcLXqMFjfx cash MgDiH
30/03/2021,51.17,hniTBmnFws paycheck JuxdM
16/07/2022,-87.97,JqfHcTNzZR amazon pqxFw
08/08/2021,-4.66,bEkBTBXEYp greggs OTMJQ
04/06/2021,54.41,kASPbzzgub paycheck TsRcz
19/05/2021,43.74,ePqOQCKuLW paycheck ZRNjh
09/05/2021,-73.23,FVrZTCVwun spa iZryF
31/01/2021,-72.44,DxmPPlOVxs bus QkYTQ
08/01/2022,-57.84,aNJiTnTlnN amzn ZMgbj
01/06/2022,-33.44,cFJpSmNVNT etoro BoIef
25/08/2021,-51.62,VgQqAAJfbW marks&spencer txZgT
31/01/2022,27.45,YkNJBMgpXz birthday gift NDxim
12/09/2020,-95.41,IGrgdaherN coop pZstU
19/11/2021,-5.75,ASYgpoekbH tfgm YtfKv
03/05/2022,-18.18,LsxqbNOPce tesco xHupb
13/09/2021,-49.53,wMzhsLcGyY fitness znKhC
07/06/2021,35.72,CeoeOBmUQN salary YwXWl
07/05/2021,-72.63,moZOUIFOnR energy qGoPW
25/05/2022,-61.95,NCOosScxgW m&s wyUhi
14/06/2021,70.06,oRgdFBWlbx salary gaeGJ
26/06/2021,-64.59,vRrdeJUzpk aldi SZDTN
13/02/2021,91.55,FkUyopANcw salary PfDib
10/03/2022,-63.02,AuRepoUwnr marks&spencer NzVwk
28/03/2021,-54.47,jkXULtEPJk amzn EAURB
21/10/2020,49.95,wBVJfIiXAQ paycheck ckwKi
17/07/2021,-6.22,MCWyYGHukO gym LrLYf
30/12/2021,-53.27,ZIhRrMkFxb adobe ihOcT
11/10/2021,9.21,VVeqZcKsre birthday gift SNGJb
03/07/2021,26.63,UMKaGfzRni birthday gift BrvZO
09/08/2022,-80.93,kIdBKjRQhI invest QxffW
25/04/2021,61.46,lHnDFVTUye paycheck cLRta
31/05/2021,-11.04,uDaDaXePPP asda vxPxR
03/04/2022,-33.58,yBuMHEwpgM coop iNFnN
03/01/2021,-57.62,SjtMeGtebq tesco VzDEh
01/10/2020,-12.07,ybxiIBmNVR metrolink WNxrp
03/09/2021,28.04,OrpSrXfPwH salary AZtPV
12/12/2021,-74.87,qzxczUggWY united utilities UWYoh
27/05/2021,-73.51,BRoPNyPSpf octopus WiwdD
19/07/2022,-7.26,nyxICcaLAy gym sTDJV
30/08/2020,92.74,HDOYWfqONW paycheck ugYrh
21/12/2021,-79.11,KhLcsuYjCP marks&spencer RdqpV
24/08/2022,59.94,YTgeMLiuae salary IfpLo
27/05/2021,-72.13,GHcufnTUhf sainsbury qSCFr
17/03/2021,-58.99,WAotglnCZe nabu casa pwEvE
20/07/2022,-15.53,iuejjprWim bus FNvQT
01/01/2022,19.41,xPTxgnSvxG paycheck rDfwJ
04/05/2022,-60.86,hFBwKMAeea gym JNCVJ
05/08/2022,-6.93,pBKbHPbXBP amazon Cmzzm
11/07/2021,-36.66,hGTVtIYOTr etoro fVyau
12/10/2021,-17.28,TmbnvRySQw fuel OxzXp
16/08/2021,-76.62,UScNaOcFci tesco DZVBw
02/05/2022,8.93,zHhxEUEiIw salary UOeSV
14/02/2021,-72.57,TpVVBPOQnZ etoro OOkXZ
04/08/2022,-84.59,BEVvOjCeMX british gas YtEwX
20/06/2022,42.39,BeEVjMnGKT salary JoVUs
08/01/2022,2.74,nkoQPOCkVT birthday gift EywTz
06/02/2022,-19.5,qSumMCbvpz cinema gBqrt
21/05/2021,-82.07,PNlsNwtIVL coop NQcKJ
22/02/2022,52.89,EnNMVmYHLW salary KBqOo
22/05/2021,-41.57,XRvWfPqPRy john lewis onBzw
01/07/2022,24.62,nqHdsrCwBo paycheck XzolJ
25/11/2020,-18.29,yyCrtcIaKO m&s rysrO
27/08/2022,-60.15,zZajPZOICC fitness NQhGf
25/02/2021,-41.09,IDzuADqDJF tfgm tUJTX
01/10/2020,-30.79,xPJrTHjFyD octopus VUGFZ
02/04/2022,23.52,LOxtuoYmaF birthday gift XlVEo
27/04/2022,-36.34,zowFNGFgZu invest RLXwm
01/06/2021,60.75,kACqGsGHtG birthday gift YGbYf
19/02/2021,-36.89,deDieKmhsw united utilities joglY
11/07/2021,76.45,NlMeZvzIZa paycheck ohzHs
11/10/2020,26.7,RznulLmuTr paycheck ArTtj
29/11/2020,-87.82,sVxQfDkbKY asda tkZoC
08/11/2021,-39.15,UXcqXzCpDG invest brQZW
30/09/2020,-57.17,ZJiUWtAAGK nabu casa VwWEp
27/05/2021,-43.76,qndQvPDKMs cash tuMke
05/11/2021,-90.93,WpvXtGTTiG asda OZouA
01/10/2021,-56.18,WyRwlUsaug etoro wrXmM
18/03/2021,-34.98,qhAPhApZGB amzn ZqPcl
26/08/2022,-71.29,CnwraLvmxc aldi MxAeU
16/11/2021,-9.23,jluDXbnWIo octopus OPovo
24/11/2020,-1.86,hASsLbcZfY adobe qFhgv
27/05/2021,46.85,gvJvvWvODg salary wwqsd
23/03/2021,56.86,TpfHheHteh paycheck pcSXT
24/06/2022,52.56,VTurTezXrb paycheck vNVpM
26/03/2021,8.41,PrxuiUbIeY paycheck txfgS
27/04/2022,-55.93,xEJvEZddbV aldi npNnU
23/11/2021,-62.34,kdMVjXCDzL british gas iEXYn
19/08/2022,12.38,KUjvTQJkPD salary NvCyQ
09/07/2021,0.08,gjVYTxBWYf salary OJupo
07/09/2020,-52.16,kbqmiaszFw gym rOmWL
04/12/2021,-10.66,ZrLjGVatHt united utilities CZayN
19/02/2022,-97.72,DTpztSrtcd metrolink dLkfU
31/01/2021,-34.52,UIasHMrmJD sainsbury jVEdG
04/05/2022,45.44,ALKGcJpJAi birthday gift nEsLO
29/03/2021,-54.98,fFtbQvJPPB metrolink jLIEq
07/07/2021,3.94,BLkcXPitgx birthday gift zVAnr
21/03/2022,27.0,owCiwnVZyT birthday gift pGZiI
08/06/2022,-63.71,hevEKaLVCj coop XZjTc
17/11/2020,2.97,YcCsWUHbXA salary FMHer
20/04/2022,-62.16,YCKVhMnxfX marks&spencer bPjrz
11/09/2020,3.65,teahHnDXAw birthday gift EJnev
15/04/2022,-85.76,EuwOzTIJHw cash kBYOZ
11/03/2022,-78.89,BKUFKJDnST vanguard dmJyK
30/08/2021,-90.85,dxmHWufsSy amazon gKjHc
12/01/2021,-66.1,fxEcCQnovg sainsbury cTDrl
02/11/2021,-7.76,BuaSeagjBB aldi QkCgf
21/07/2022,-60.91,TiTqwUthRm greggs JHgnQ
31/08/2021,-31.14,SUyHemMUne metrolink nEihY
03/04/2022,5.57,aukbBquYCD paycheck kzLHC
09/09/2021,45.54,AvlbOrhqfs paycheck fKZOF
15/08/2021,-31.5,hzvcESDrpA asda HhjeM
04/02/2021,-85.32,GSieVFpcOK invest IGybA
01/03/2021,-9.5,jjvqexdLic bowling qFyob
14/12/2021,37.08,XWxtSkxVyw salary yOJCs
09/02/2021,28.59,vPXDPyVyuI birthday gift QgnrC
29/09/2021,-19.15,VyednZapMF nandos aTmUU
24/12/2020,-79.97,TfyukkiYzv gym ViesJ
03/07/2022,-85.27,zaRYRvywST energy gHHcr
14/12/2020,-9.13,JydjeudeEU fuel LPSwL
24/07/2022,-35.08,GdYExzlwTP greggs PONkx
27/11/2020,46.47,JBbgxTnmMa salary sVAjU
20/01/2021,-61.04,rFtxaZcnsE coop LalSP
17/01/2022,-72.76,vrWJksoskM tfgm pCadw
04/01/2021,77.1,JEwDHbjaag paycheck qXdPF
22/09/2020,-52.34,kqkuorWhMA bowling OOOZc
21/01/2021,-35.3,pNGYdKAIBo o2 RtrGd
05/03/2021,21.67,QzCCbicQgH birthday gift NmaFK
07/07/2022,-56.78,gjzlhwpetZ bowling hRcoP
21/01/2022,-24.55,IDmtHUxdmX cinema guIlV
08/05/2022,-26.5,qjMOzEbBNV nandos hngpk
02/10/2021,-80.55,VteimYRMnr british gas UkoaR
02/11/2020,-16.63,KAjTioCJYf tfgm MQGtU
27/03/2021,51.93,VpfZJAmKBE birthday gift CtChD
25/03/2021,-59.41,DSvLaaSlQy tfgm HxiWl
18/02/2021,-50.85,xyLPCJkZcN marks&spencer lqEez
01/08/2021,-58.38,KTjUJouvJo cinema MWaQh
28/01/2022,-35.61,WsjInPwVGx coop uywlQ
07/06/2022,-54.31,XKwXwNMCIa o2 dJOkU
14/09/2020,87.95,XMnXQPEiSD paycheck oEYFA
29/11/2021,12.34,aiViYUXRxX paycheck EbxeA
15/08/2022,9.81,jNXxMaCCPN salary xMLGt
15/05/2022,-20.64,iORTqtsHMD united utilities sdXSP
11/09/2021,-72.76,SDcVXgdbPt sainsbury OBZtC
02/08/2022,-26.69,DXKWYkBqQP fuel kttRs
04/05/2022,21.78,ddfcWkmMKd birthday gift dkUVk
05/12/2020,-40.58,azMRUZDxUV amzn CCpJC
25/04/2021,0.68,YHJYWBVLUe paycheck qkaJt
26/02/2021,-78.71,rwglVkTMHy john lewis tvVBU
04/07/2022,-41.26,AFlcFMFCeL nabu casa VfoMl
19/01/2022,17.49,rRfRxtEmRO paycheck RkSnR
25/05/2021,-3.11,PNMcrXPebY amazon INnXj
27/11/2020,-12.07,buFzgsLyDl sainsbury BaYia
08/09/2020,7.3,MbbNzWMDsD birthday gift QTxGz
04/02/2021,0.31,gxevWqsBTM paycheck qzrWO
30/05/2022,-87.78,yZaGnLBANV bt SeQtf
05/08/2022,16.23,aReWUZbZso birthday gift aXCMG
02/12/2020,-39.96,eNYVdInDHS apple cqtWe
04/11/2020,-75.09,VpyfmLZzFQ adobe zRvgi
14/05/2021,54.65,NTQioyjkpE birthday gift MPOkA
13/04/2021,-29.92,iUWdEJaurT greggs Wfrfx
18/06/2022,-84.73,ystOJvxsIH energy ACZss
29/01/2021,3.01,mvvtKprFoY paycheck aIbwv
23/12/2020,-93.94,FjnyxBNilW o2 CqfaR
01/03/2022,-36.5,LguGDTIfro metrolink nhDyt
06/09/2021,34.64,zbhDuOVXWh paycheck TRaHS
23/10/2021,-50.25,IRigKJHhaR fitness oCJxJ
22/06/2022,-21.53,bpReogIRoL o2 vfAVt
06/01/2022,-34.66,vBVfxHAGpo coop AswBm
12/02/2021,65.61,vOaIdMXayj birthday gift YUFIj
26/01/2021,-10.17,ORBnKbweFr apple xGlFJ
31/07/2022,-84.44,wDSUgwmvLL greggs sezHA
21/01/2022,15.45,OpZNMhvjBq paycheck mKmxe
04/02/2022,31.13,JsRmMcEfpK salary YNNAw
07/06/2021,-16.94,TpITYEyObP adobe cxBOG
27/02/2021,-58.47,IdbXnytSnY apple hWqdj
22/07/2022,31.15,WtXSfQmCKc salary Lzbbz
08/04/2021,-66.44,tUOHIevHZO bt oPIPV
31/08/2020,-23.67,juNvJYMYru nabu casa vDDpF
05/11/2021,17.44,vKjTQXGTdu salary ZrCHA
06/01/2021,-56.58,pnySXjbenb john lewis hKWhP
03/10/2020,-42.44,LShKIByBQG metrolink fcwRN
26/06/2022,23.05,bOXjstqIob salary Bojwr
02/03/2022,-41.3,VIwxApYThd bowling DQkFQ
28/02/2022,17.55,sRThTgIRbi salary OyHPH
19/11/2020,29.94,QOBROrmvSl salary kkhrK
17/06/2021,-66.95,EqfhHquXWT metrolink agAGr
13/05/2021,42.3,VKuWrLoDDv paycheck omPkz
15/10/2020,60.11,BbOQlRHOTv paycheck Mxeoi
05/10/2021,63.52,lNChlITWrX paycheck kmpgS
27/10/2020,-14.29,EcddivomaB marks&spencer JtBwj
16/02/2022,-48.4,kXkLzRhzXo john lewis EYySl
20/12/2020,-59.41,iurCdHhluc bt ekmXE
12/04/2022,-66.62,noSRlelgQi nabu casa TKHRr
06/09/2021,19.21,TNsOmAZbcV birthday gift pKhTW
27/04/2021,-26.05,abYkOwslNy apple hWQVT
05/02/2021,-8.85,TPhKpCoBPR greggs KHsph
06/03/2022,-51.24,tvIsIvnSoZ nabu casa IpcNu
28/08/2021,-76.19,hgRcJIoHmE fitness FjsnT
18/02/2021,-11.28,XjgnbXEGhe british gas CXGUD
02/11/2021,-84.07,LlzGDutmnj fuel sSTlQ
14/11/2020,-54.67,aTfKQtLAAz metrolink YOaRU
18/04/2021,-41.53,SrTKeTTvdc adobe FOQEy
03/10/2020,-27.86,CVfOWzoSEY aldi JBCUC
26/08/2021,-79.7,JvPUuKZDMa tesco XHemv
23/02/2022,-4.0,kTwZcqfpsc bus bJOxW
24/03/2022,-57.38,tpGHpKiLmA marks&spencer KSCGO
06/04/2022,69.62,tsYHJGTwhe salary cXwcy
17/02/2021,-61.7,xfEzEKXIPs metrolink WpwWw
27/09/2021,-55.19,VmFdpvCqdF coop WIvoO
13/12/2021,-77.17,DicrOkjuht asda FTiWr
16/05/2022,-0.72,GdTSxMeGht asda HDwJz
11/08/2021,-32.29,hRmXXqhHdz bowling felOZ
18/08/2022,-81.97,uUMFxMggCd gym OYHzM
28/05/2021,-30.93,whHkKOTcvt amazon xQzFN
20/05/2021,7.25,rgtYxiRRXx paycheck AVNJg
21/12/2020,52.77,pOtRKHSavt birthday gift esxFR
17/08/2022,47.11,PxAhbkVjMj birthday gift UDWfz
26/10/2021,-56.85,iQCIfkesgI john lewis jHTdi
29/07/2021,-79.07,OaKLczIYHR vanguard aGUrq
12/06/2021,-13.14,IWSHMULHrf john lewis sDJLD
27/08/2021,-59.8,bFwVrlULnT aldi cTejR
21/11/2021,-44.71,WHsJPXKOeS tfgm SjBTX
06/05/2021,-40.16,zjsFnRpbJy asda SgJbB
09/01/2022,11.5,kmLyRfWyKH birthday gift TknPN
14/08/2022,-60.52,pCCvNKIlaL cash qHpHS
31/08/2020,-33.09,RAcdgoQxKd etoro KpdAo
03/11/2020,67.16,KMOvvEREed birthday gift Qrvox
05/10/2021,38.93,YbjiZiFAfr birthday gift cOrDd
04/07/2021,-81.66,gNYSlHQDSe bowling PLxqc
02/09/2020,-42.79,pFhoSylAqN coop JHcIq
16/10/2020,-53.58,eTyCUuuGbY apple CKTbj
16/09/2021,-47.02,GwQYFCBmFM john lewis Cvdet
15/08/2022,-43.76,GhrcLVBpJp british gas kKbkR
14/05/2021,-28.17,NTKoAXMSwZ marks&spencer JxKQc
12/07/2021,-36.17,loMVtgVeFW m&s DcDWx
05/02/2021,-85.11,dYnchWaeEn cash BuNdj
03/11/2020,18.34,xfoGpTlwRJ salary fhSeZ
21/03/2022,-64.89,IctxiuUrUw bowling EeIeh
08/05/2021,79.45,wluRjnslaL salary zgAxY
28/08/2020,-39.4,VmvMUGwkfj cash ZbeBP
13/06/2022,16.19,kszCkUgfpD paycheck rHXSj
09/11/2020,50.11,SIuDWRExKv salary ILGdk
05/10/2020,-64.57,mkbthDyjxY spa wiOtu
20/12/2020,7.65,sqitPYcpxp salary UOChM
07/09/2020,-22.27,FCwHonNxjq british gas HUlkU
12/06/2022,-32.81,YuzoOaTrNe octopus UtimD
01/12/2020,91.19,eSIpWTbteu paycheck MOoSn
28/09/2020,-92.36,NiZiuhnrpB greggs NgVRD
07/12/2021,-61.57,AOaEyKyyus cash nhluE
12/12/2020,-78.21,mhOTscdnGD amzn ahSCp
27/02/2021,37.13,pAGGEpJueC salary yUCTx
06/02/2021,-9.65,WJnkbnbypK amzn XEkxl
09/12/2020,7.32,ABCdtuMmmD salary DgTiJ
09/06/2022,-20.47,CtfnPLubcT invest gLGdN
25/03/2022,74.45,rocCboSfkb birthday gift Fdwmw
23/04/2022,-89.23,GZBMHleyYf fitness tOWRD
10/01/2022,-76.59,kqxDfJpYlv nabu casa GivwT
28/10/2021,-73.43,bflbUHjRAK bus PCaks
03/08/2021,-72.18,qUUkasNeqV invest EHWMt
03/07/2021,-72.79,TsIIqEMruZ etoro vCDFR
18/02/2021,-45.68,KRwWmCFOEi bt VPmyC
24/01/2021,-78.31,bcHBlzGrmJ energy PfsjT
24/04/2021,-18.68,KYkoxRxQvw octopus VnvTX
26/11/2021,-69.49,adwXOyVDKT tfgm Qvvmu
31/08/2021,-52.69,wKFNowekRa apple OKRZL
25/08/2021,34.87,qNOxSmURjK birthday gift itzkf
02/01/2021,2.21,fCQUmDeXZt birthday gift mCSHF
20/12/2021,32.77,ZcXbbhrnJz birthday gift zOBEl
27/04/2022,-64.14,AoIeuqNZaQ o2 ieomu
04/01/2021,-22.05,nMeIRUTBbL vanguard CdKQC
25/12/2021,6.02,rhiMIaYEPn birthday gift PggaQ
24/07/2022,-60.0,XgvNHlRbeS cinema MQnJN
04/06/2022,-67.7,LhSlGYqiGC nandos XLXSk
27/09/2020,-66.7,OpVLBULRng o2 FCdKx
04/03/2021,78.7,USfgZproJM salary Klbew
13/08/2022,-53.9,RRaeiXBfWz greggs nxOnK
21/04/2022,42.54,EMLmzrsrjO paycheck PWDUi
12/09/2021,22.08,zJJkyFbLHJ salary gnkfE
30/03/2022,0.11,FsVXiuCUGq birthday gift EfzTN
07/02/2021,37.55,psXeqnTyBB birthday gift fsFLS
26/04/2021,-74.17,lOjLPFamiZ metrolink vLnDk
04/09/2020,-6.93,xSKqZVMbmf amzn AJQtX
05/01/2022,-51.58,uOBQkJiVJI octopus RVvzh
17/09/2020,-1.86,SYhUEiMOhB marks&spencer upubl
05/02/2022,-13.9,maIKHTFnNy nandos fXfVf
05/02/2022,-52.13,orsRrChDcV bus avZCb
25/06/2022,32.01,gqwaxELjno birthday gift CVaZu
27/07/2021,15.73,FXoazZkOyp birthday gift uomtn
06/02/2021,-53.77,rTXsMdVHzS cash ocziQ
08/10/2021,43.55,hFoOOPdJUW salary RfAym
27/02/2022,-10.71,bhwVPIWJBQ gym evGMN
15/09/2020,-95.42,aWQzkyGCjD bus LKnaa
08/08/2021,-58.3,JFnCixGWbL adobe VmgzC
24/03/2022,2.65,nMaWRBskxW salary RxDPw
24/01/2021,-41.51,hHouIOoOJv tesco YNGGO
12/11/2020,-87.64,DnRaXHInYy british gas UQZAR
25/01/2022,58.74,nuCnulNFlO paycheck fFboE
04/12/2021,-19.21,KmCQRndKCA united utilities OeQHv
12/10/2020,-36.34,smtkNzxTro amzn obYdz
03/07/2021,-79.95,OXGbjPZMkJ vanguard iuxZD
22/02/2022,13.0,cZvucXQzMR salary OezGW
29/04/2022,64.98,xcadySwIoj paycheck HNhZP
19/08/2022,56.94,RAoVTjwYCy paycheck vSbwG
27/09/2020,41.14,BLWyTRSOaq birthday gift VzsBK
13/01/2022,65.86,ucqWcHvsgc salary iparG
15/08/2021,-10.11,JrhxbISUGG cinema IHuOC
19/02/2022,-11.62,sIHidNWFwz bt oaXTS
27/07/2022,-48.05,EAeGNPaVtr octopus bndJc
11/03/2022,-20.33,VgNlumosrR aldi rrgam
30/11/2020,-63.25,UQgUpJiDWS amzn wEbNB
06/05/2021,-54.43,DYaoeqLAjQ apple OsXAy
24/11/2020,5.91,RLKqJmUYdb birthday gift pVDbB
02/08/2021,-20.59,dtTpSPHmJG nabu casa yXGHo
10/06/2022,-30.79,lehgoxdsHH tesco idbZM
31/05/2021,28.12,NyADfdxNSP paycheck HmCkX
07/12/2020,0.14,wGCIpkVzpX birthday gift GSzCY
17/08/2022,-46.19,IufJjavVqc octopus CTllv
19/02/2021,-13.45,vJqEyQJNJW greggs BhoAU
28/07/2021,31.67,aowiaTLQxx paycheck ZKpjo
02/01/2022,-58.17,QhWlEFNfcN invest TmRaB
14/08/2021,-81.88,cMIBLsmLBE fitness TAzQp
11/01/2021,-2.3,cVYZyzQsoE fitness AhoUS
27/07/2021,25.05,rsmsjvRnCa paycheck FVtAL
18/10/2020,-47.57,ieqZJwRfmk bowling IMMWI
15/06/2022,96.1,HPMpHAGqcL birthday gift SxjOD
04/05/2021,83.46,mHyjLnqJYD birthday gift gGLCK
17/09/2020,-63.04,QmeXSMkmDe gym dWKmP
11/03/2021,-78.26,KxqmjycBXE john lewis EsBZh
14/09/2021,-31.61,vyFRuVhVrp john lewis kwvvi
12/02/2021,-23.08,HAEjbgeKNj nabu casa dXKFJ
10/08/2021,-65.04,mFEYnXigMm united utilities uHRmp
11/01/2021,-83.0,pbQrzGgTwM united utilities lSeHm
23/07/2021,50.54,sYOwggQmZr birthday gift QhjTU
24/02/2021,-50.15,VGqblQoZOy marks&spencer hULNR
12/10/2021,-68.12,SBmJWjNMCB m&s XJDYE
13/03/2021,32.41,ivZKFFydHi birthday gift aezVh
02/06/2021,-41.01,ijkgtDbAzO fuel GRTjC
19/03/2021,-77.53,otuyeULWRP bus DedcS
01/07/2022,-45.68,aNTbDZsgWz sainsbury oBQtX
22/05/2021,49.73,bJgHIrESdr paycheck vqbKA
08/01/2021,-58.18,dPCWjBxqmw marks&spencer Tyxfi
17/08/2022,13.33,mtlQbIhPiS salary ZiZca
16/03/2021,-31.51,vLpcWFwAbY marks&spencer iAigC
14/07/2021,-85.66,EexyjiSBbb adobe lXMDC
20/05/2022,-69.1,WJtYzqBFiz aldi CUWav
