date,amount,description
15/07/2021,-69.75,GFhIplcdEq tesco mobile imtcm
27/12/2020,36.83,IYgLtkwojT paycheck cLQPD
23/01/2022,-38.65,lDbldzRuPZ ee mobile JxuYc
29/08/2021,-6.5,ycCdzoBeFu edf energy AFWjC
28/01/2022,30.49,xMEFKXkGAj paycheck ktHCi
27/12/2020,10.59,ZUXOdvFnuA paycheck ZlCPx
08/08/2022,3.94,eOUylAPTud salary RrjuF
13/09/2022,-72.77,UIxYbneEag m&s patUZ
02/05/2021,-27.52,IEvXdlqRWx slug & lettuce qzkHO
03/01/2021,85.06,buxOVYiXiJ paycheck LqROw
20/02/2021,38.7,GlKDABHAQc paycheck GAYiU
12/07/2021,-16.17,XHlpJHuLIq coop PbdaI
24/11/2021,-35.24,TmZijQnLSV ee mobile zcqrm
11/11/2021,-16.62,GdrMPCazVj npower eUdQF
18/02/2022,17.85,aInTYmzNfY birthday gift MMyRy
11/06/2021,-18.11,fwFGuXTtlg asda tdDKa
20/10/2020,-25.11,KvwPtOTKRb bowling SqXar
21/03/2021,-61.69,XGkpPvALrs mcdonalds votUr
04/05/2022,-18.86,ATDbztaAfl apple kZSvO
16/02/2022,24.19,WQYlwxBtTp birthday gift SKVwV
24/11/2020,52.8,ATtkcPDVFo salary DfmVT
10/04/2021,1.39,EUrKUoIYaX birthday gift gzJzR
19/05/2021,25.03,lcdwyoBdkk paycheck qLUkg
07/03/2021,-6.63,IrmHiwLKMX vodafone PSjdx
13/02/2021,-18.9,OMHAooNKEt tfgm wYkBG
23/04/2021,32.87,liwkLRAwbm paycheck oRuIG
08/08/2021,22.7,CrEwJVgxTo salary fOhmE
27/11/2021,-38.53,DZZpLuJwlx edf energy qJGTZ
01/02/2022,-6.61,PrOvVWyqhV nabu casa lKGRE
06/06/2022,-10.21,CsLeoAQWvk slug & lettuce qFexP
18/07/2021,-22.17,BfbAKcZiqP etoro KTNdL
05/06/2021,1.32,xkWkoUKgjU paycheck HyheR
17/05/2021,76.48,HwnKblBOVy paycheck RSTpZ
04/06/2021,-66.19,fnSZhmcJKL cash fmilG
18/10/2020,53.65,OMxtChBgrB paycheck wEeSp
28/06/2022,-1.02,uEmNJPWUPJ apple qYlgu
20/02/2021,-13.45,fyTAiFNicO apple EVGjy
02/07/2021,10.4,MDdQMPKFnT birthday gift hNdpN
07/04/2022,-27.49,nqMhJNPCwS cinema DBgvN
25/08/2021,-33.31,YCoYaTtSSm cinema ZlMey
13/11/2021,34.06,xhEgNOOqPk paycheck hobow
28/02/2021,30.12,ZFTnamODxS salary Kxubd
17/11/2020,-29.54,IYkqhGWFvl energy CQLeZ
12/02/2021,1.25,ZXtTSKGWrI paycheck DgMPw
09/07/2021,33.56,WWsxRDSACE birthday gift rnDPt
29/11/2020,72.92,tYyxDRuArw paycheck BTVbd
19/02/2021,45.77,znJwmahqDj salary JLbcQ
31/07/2021,15.14,IGAKDscZmn paycheck KLcAK
29/12/2021,-46.04,WbIIdkTeQP john lewis BeHFK
09/09/2022,-80.99,XiBTnJjelS mcdonalds XpdAB
12/08/2022,-2.87,dZCdkkmMWH edf energy eiioL
23/01/2021,-6.77,LAEaofGknP metrolink eHDTg
22/07/2021,49.54,LUeocsUxnO paycheck WYgJO
22/03/2021,-11.96,oZzVbFVHCr spa UGzRz
24/06/2021,-49.57,AQFKTeZnUO o2 uvWwP
14/05/2022,56.35,eYSwYEfjvU paycheck zhMEK
10/02/2021,11.93,bcZXyuKJvA paycheck fuHqS
20/03/2021,-66.53,eZjwAOXxUu tesco mobile PeSdw
05/06/2022,-28.54,ADgWbcrJbG gym Qjqmj
23/09/2021,-51.8,ebZFvMvPFz m&s NwQeK
09/11/2021,9.35,wVZgfFxLsB salary EscWs
18/04/2022,10.47,KNwoFaAaFB salary BcWBR
03/02/2022,39.42,HZYHFWTLJi paycheck JISMw
11/05/2022,8.05,OTAfJdyJJP salary zFXWA
02/08/2021,-45.42,ABbGwtLlTV nandos AnhuL
06/12/2020,11.21,KbXFBRhHwJ birthday gift Iersk
13/09/2022,-29.52,tCjiKYZbIR greggs wnxmB
07/08/2021,-5.6,tFNlKMNPiZ nandos jEjTX
18/08/2021,-50.39,ZCzoVwJczU fuel ohEXe
08/04/2021,-3.63,QGOxgGYHRt spa AtyrG
23/02/2022,52.1,FvncrZGovi paycheck BYvJo
12/02/2021,-59.16,BcalRzJiEj npower geCir
21/09/2021,39.64,kAeVewUxnH birthday gift AuImG
28/06/2021,-16.31,IiRAbKQFzE marks&spencer pfUZz
06/07/2021,3.64,dHTdmvVmVm birthday gift bKLeM
23/04/2021,50.12,QIWsovJPan paycheck jDUVM
27/03/2022,15.9,tLFZnrmJGD birthday gift HGSoK
03/06/2021,3.5,dMIHvLuFCt paycheck FuUEy
03/02/2022,73.1,kVuZXwwVyH salary ipBfs
31/12/2021,27.92,RyIPMXtYLl salary xGQVe
07/09/2022,5.94,dANxHkZqzp paycheck lLIZM
01/10/2022,63.99,SGchwiUYCm birthday gift HFTTS
31/03/2022,14.96,QdOpQidlTW birthday gift lkQAr
26/12/2021,-16.96,iZcjfqDRlt british gas Ljbmu
28/02/2022,-46.78,WRZpIwLJbn mcdonalds cKUIz
02/10/2021,39.97,THtlGYeooR paycheck qKiiX
30/12/2021,-68.59,xUGkejhiHc fuel mguie
27/06/2021,69.57,bejfzRxdyG salary EEfMS
27/04/2021,-86.25,EfVjZmGLsh greggs CCiJv
21/04/2021,-15.13,OLoumWQKKO m&s cOAlT
22/04/2022,-51.15,oNoZLCurkm three mKHdS
02/07/2022,31.73,PUjBhHTSWI salary asqPW
23/03/2022,-68.68,hOndngLUzh invest gyUVM
07/03/2022,-12.4,yxhfNGSuwK fitness fUKdZ
26/09/2021,43.14,tXuthZCfLS birthday gift HTDbt
21/06/2021,36.75,IUQOpdbEtH paycheck MSNDr
05/07/2021,-25.97,DsqiOKfSgp greggs naJVF
27/09/2022,4.45,CFpbNidRff birthday gift xwiOw
23/12/2020,9.67,qBwUWnrfqW birthday gift KPohq
18/08/2022,-15.64,mCfksaPGgF esso ZSKdX
18/02/2021,-24.12,EImoHrggVJ bt IExSc
18/09/2021,7.19,UiaUekcPmU salary wUDLH
20/02/2021,37.81,GNURLjVlGp paycheck JwJMN
03/03/2021,29.95,AoXgcUhLpC birthday gift CrZTa
01/09/2021,-38.63,nXQHQPlIsD octopus BWvDy
25/12/2020,12.44,ivpczUMgEI paycheck BazSm
10/12/2021,-39.37,AhkorcwVpB bowling pNCGy
04/03/2021,81.58,CgOQtPAAHc salary zJGUH
01/10/2022,-14.57,IPnBkAwtND fuel QgViV
23/11/2020,-41.22,ErToSqNfPr energy sgmXo
10/03/2021,-1.1,DTLlziqQgM john lewis hjTWq
18/09/2022,-12.4,whDYuwMuFb fitness jVZfU
12/07/2021,11.68,WabEtqRihl paycheck IWeaR
21/07/2021,-33.2,cazJIdgFCN tesco mobile hcXuI
03/06/2022,63.81,fDiMZKpeIa birthday gift PVdwI
29/08/2022,-38.9,wxolgQGDiC cinema wtYKE
18/04/2022,15.1,xUpUePOWHr birthday gift LgelR
02/10/2022,-27.84,HRoIHNNJjD cinema Kqgzk
02/03/2022,5.75,taBmUPgxTE paycheck pRVIF
15/02/2021,-13.71,ZuAeIQWkYf amzn vvjvL
16/02/2022,8.5,wpzecjnjGZ birthday gift rZxzz
27/03/2021,5.12,uQupgUAGRu paycheck AIszO
15/11/2020,-7.33,hCMDdoXOtS aldi DAuHH
12/07/2021,53.48,ckQQnEeeDo birthday gift vAFer
18/03/2021,21.94,BxETJmKivp birthday gift jwOAw
14/06/2021,-10.01,QSuzYatDBX greggs NzEQr
22/12/2021,-30.03,tmKcvOzEei vanguard VsSOE
19/07/2022,43.96,UkwrMmJVoR paycheck zsEuh
11/02/2021,-11.42,qEroePoZOh esso ATFNe
25/01/2022,-61.58,iZZfHHNclV vanguard jDSOU
23/08/2021,28.48,cCbBIbtYRx birthday gift DMKkP
26/01/2022,-36.08,AlkHrzVdqj etoro heKLX
23/10/2021,-29.18,PEVNXmLSuv marks&spencer AHNSQ
04/12/2021,-63.55,naggduVmJR john lewis ipUce
30/11/2021,82.44,QbARrlaNpS birthday gift RYpRL
17/09/2021,25.45,IsBuLVCzFw birthday gift oMvpT
20/04/2021,-29.64,eFeRfODJWh bus gxNKx
12/06/2022,-56.3,GkNeoQFnuJ energy ObWGy
24/10/2020,-46.53,VIdzioRnIk john lewis aPyxQ
12/05/2022,55.5,JwQYZhhJjn paycheck TXrHE
14/09/2022,26.38,tvuCrJHaXn salary yXouG
12/01/2022,-53.96,TnxTfxQAor bt QqsvQ
24/11/2020,-45.05,VHePtplMZq m&s SFbdH
14/07/2021,25.82,NAmZMZoVZJ salary VMukO
24/01/2022,69.77,UHXETisbtn paycheck kxCMG
08/06/2022,54.01,xFBXLBMZrO paycheck iijiz
03/10/2021,10.47,WNukIYzbpi salary SlWXR
19/02/2022,-23.8,bSwcnhzaMO tfgm KKmbs
08/10/2022,12.72,HtyXZJuGKe salary QSevO
16/05/2022,27.21,dSXEnukORB birthday gift EFzMn
25/02/2022,80.04,FHBfGhQwFC salary VWjCM
21/06/2022,-57.64,QqDXirKQVf three HDuVn
05/12/2020,-74.01,fwgYSdaAad vanguard ooZdB
09/10/2022,-54.61,XdaYgtEjXj vanguard mwSSd
30/08/2022,-12.07,lpWzvloCHS tesco ojCOX
26/11/2021,-4.79,UpDPJWreEo nabu casa HRsZg
26/10/2021,33.58,EraqOvSOdq salary hunIs
04/08/2022,-40.95,bIJnbjqAiZ cash aoHjo
05/01/2022,-45.4,DZtgtZRAOP npower hoORs
15/02/2021,37.3,juKooABEME birthday gift HXJDS
16/09/2021,-67.11,dfRTxOmFAQ tesco mobile jzPDz
06/02/2022,12.95,haNartsiIN paycheck uyFAM
15/03/2022,-37.8,FrGLcefJNI m&s hIReC
01/09/2021,-22.76,PxgmBDYNoR john lewis vQuKM
18/08/2021,16.92,tWReDXKWKg salary vWLnG
03/06/2021,-6.61,vsOlkcRwqV mcdonalds nAhIh
23/12/2020,-41.43,nDRuoxAivi cinema kTYed
04/06/2022,-16.42,UqEkFnmYYi nabu casa iWAPo
08/12/2020,30.9,KhotLAerHe birthday gift IAYCt
22/04/2022,-28.06,jlSZrxyVxq nandos EKTAP
28/02/2022,-21.92,OEfaRrbrbp john lewis VcqOa
25/10/2020,63.01,lUEnXoynXu paycheck lznoV
19/02/2022,-13.07,CeXLWlYFhM marks&spencer enmYe
11/12/2020,-62.13,DdGfKNUBBL asda YfyIN
28/01/2022,-41.75,iwhaWWnEGn fuel SHpTs
28/06/2022,-31.41,nsCIdPqupC asda fDHRa
03/07/2022,17.35,KnqVwexIgD paycheck nwfWm
24/12/2020,-14.23,efTZVjfoUX nabu casa RsQlq
09/06/2022,-26.06,wXZahDwDHP fitness SZMrB
26/11/2021,-23.59,AYyrTLyOJO etoro XaHMc
22/09/2021,-59.9,RZMAgPiAin slug & lettuce OYdRW
27/10/2021,-13.38,GZIrtJSFIC ee mobile wficP
18/01/2022,31.56,mNfccNFqwb paycheck dDSsk
16/05/2021,-0.45,sUJiZLXqUf ee mobile wjYPs
25/12/2021,-55.04,goCGLCSGFY esso xOeco
21/04/2021,62.39,zcBdfumSqF salary ASlED
01/03/2021,-36.28,mhcntwojTz octopus SAPBc
28/01/2022,-3.31,FcxiLLoIxY bt pVodW
11/10/2021,29.64,yqkmqXVzCu salary RCwuU
25/05/2021,-58.54,DEJZfCnQRj o2 tbXaB
17/04/2022,-57.47,XYcJVwclYI three PUEEk
02/02/2021,-0.78,FhZyCXftEG cash yfXSr
07/09/2022,-49.94,VbnMhfEjUX john lewis aINTI
02/06/2022,39.45,lmBWMykejz paycheck upMPM
17/04/2022,11.44,qMKlifEMoE salary mtpyu
28/07/2021,-81.21,NoYjpvqrnb o2 eUbDc
13/07/2021,-13.85,nSJPosGJDY john lewis INzWz
16/04/2021,16.2,whPWUMURLP paycheck CxvKT
01/10/2021,-11.16,UApYtdQHeu energy QCHfo
20/08/2022,-69.05,gYWrRTWeAF cinema dWOvW
21/04/2022,21.99,OdzaAUykMx paycheck rbUks
23/02/2021,74.78,fpINRPUFpc birthday gift fNhaN
13/10/2020,96.34,kocqBypVSM birthday gift ZztKu
16/11/2020,18.32,NDqRGfEnvl birthday gift FOBNj
21/07/2022,25.15,mOQgEkpcDV salary WwIHq
22/10/2020,-8.19,udWHpUQdAv three aefql
31/08/2021,-23.78,SfBVaWfGmZ fitness MrSCF
08/07/2022,18.96,LRfZLlRXiE birthday gift EWieo
28/07/2021,-22.52,zXFjXvcpzI adobe jMqFd
06/09/2022,-22.83,dZAVIiyhKd invest qsYNr
23/02/2022,-42.87,GDttnwhNYp slug & lettuce FOfGP
17/06/2022,-72.03,FxHGZmbGFQ tesco NFiwt
20/08/2022,-26.9,ismtlRKkSK bus lzHOw
05/03/2022,-49.69,krvsZFAKMG cash odZSo
22/11/2020,-57.24,exbEmTxpXq nabu casa pxhXA
12/06/2021,10.2,BoUmTpmaUr paycheck pTZfX
18/05/2021,-13.13,KVKvdmrtfV bus pbbdJ
30/01/2022,26.78,HsDlzUmWkn salary EgLnw
05/08/2022,3.79,OwHRTuZKTh salary ulzTq
12/06/2022,-60.22,faOjZFztgC octopus weJgo
27/07/2022,-20.87,JxInzJfMko npower PwHfm
26/09/2022,-19.93,QKWxdLOufl esso bIUvI
04/10/2022,-40.28,OMAzSnfXRy asda nsnkx
15/05/2021,-2.96,vjaLOOAlZc m&s tdyfE
29/12/2021,-16.82,xdrdtltdvU spa cIPoZ
21/02/2021,51.71,AyhEApCphr paycheck ULrMU
10/01/2021,-71.1,eYddvrIgkg gym PLnap
07/02/2021,-42.64,RTlVcvTtnQ adobe pgpaw
29/07/2021,-22.19,pYRXOKfljL spa fkamo
06/04/2022,44.26,VnbgDZOMrD salary ZbmqF
14/06/2022,10.88,tHsDkIdLAQ birthday gift NZPom
14/09/2022,-10.16,SRrKOGuQuA metrolink kMdFy
20/07/2022,-18.75,mOhKqWzbsy apple qKjUa
08/11/2020,-35.69,wBSgYhzTrL vanguard BdRvZ
27/02/2021,2.64,GfelhgNJaN birthday gift TtztP
27/11/2021,31.26,bYyTeHITPG salary bBwPG
18/04/2022,23.06,ljShJwGBwD birthday gift KZpmo
17/04/2021,-2.83,JfWIYQSohe tesco mobile OANqT
03/04/2021,-43.15,quLcCIEunW cinema smGid
27/09/2022,-59.54,SvwAvbEtgr octopus DLobL
31/07/2021,-20.14,BCOEragcqp gym tjzbd
10/04/2022,-61.78,YQxsWHpqyU amazon BxUIN
22/08/2022,-8.9,wHdcQSKbWl mcdonalds jdRhS
16/04/2022,-13.96,lUoUYBYHWt apple QZHbP
05/10/2021,36.74,cSxsFtVsSo paycheck LNdDo
28/12/2021,9.84,JSYvPyTJaW paycheck botPe
16/05/2021,45.49,YWRWoIGTgP salary EEWfC
18/08/2022,29.36,SopUKUwnbZ paycheck HbBNK
17/10/2020,-1.03,LCHTHcxueX edf energy IYIAc
06/08/2022,14.29,dJwSNsZpuv birthday gift zcTZy
17/06/2022,-10.09,ZqkLmUiLsD etoro YWrCS
30/10/2020,35.02,SdppQHHMDD birthday gift VtsPJ
04/07/2021,-20.08,fyxLFvYgOZ united utilities yQdWS
23/06/2022,-59.47,BEppnUAkkA fitness HepDu
18/02/2021,-2.56,XhmyMfniCt aldi bjwBj
30/07/2021,42.57,qeXpCgGkKP salary LPjCn
13/05/2021,-8.02,fWsCaVjTqz tfgm bmPdf
03/09/2021,1.33,twkykqZSQn salary bmtbB
15/07/2021,-41.77,VJNbZzHfpL sainsbury aYfvO
06/01/2021,-13.53,VqIqLLENfN ee mobile WOyJi
01/11/2020,95.17,qTpGrogpLJ salary bPMRb
23/05/2022,-18.3,BjVBtxlutN adobe SqLQP
16/06/2022,-20.01,eyiqycmQqw etoro KbNzp
19/01/2022,-4.5,QCQPmHmJtU cinema eXdrx
14/03/2022,30.28,WngZBtsWKT salary FjYKd
12/04/2021,20.76,PnUjSaAMrH birthday gift zNIma
29/03/2022,63.17,swNUCHxXic paycheck wDtgu
24/11/2020,-55.26,HGSnHPsvvd ee mobile SNNSd
28/04/2021,-39.58,tzyZzwFEmC marks&spencer uzGJz
31/10/2021,43.14,dzSfATMsBa paycheck OvZgx
15/09/2022,-0.13,GOKgoNFIfP apple uAdUR
17/10/2020,16.06,kRZzSTZzPS salary tmCow
27/02/2021,-28.11,UUlmBHIuiY tesco nelpM
28/06/2022,-44.53,iNDFiQRyeo bowling RAzke
01/08/2021,39.9,cptrZpNwtB salary vsddV
06/09/2021,-28.59,qJnbfMGuuk john lewis xSdaL
01/01/2021,-8.56,xUqJBnGYUG nandos OWdGX
18/07/2021,6.17,BDzWFobjrr birthday gift FpNwM
14/05/2022,-45.53,OSUoYzVBDU vodafone UgzzS
25/10/2020,43.31,QdbEzlRDdI birthday gift NwfHD
18/04/2022,10.59,fbfpHzJcQh birthday gift SPjvq
23/02/2021,12.07,UbyVubskxB paycheck ynAxA
07/10/2022,3.7,pLwQYvfWEg salary eSpDi
07/04/2022,64.04,tKXNiFjHxD salary TphLX
04/01/2022,-33.13,njiyNlVJJp etoro wjmZF
28/02/2022,-24.14,tAuXTSAelS ee mobile gfXyn
28/11/2021,-18.44,jSEaEhgtVm o2 qRiEV
23/03/2022,62.08,NQJBIQIZXK birthday gift rSEvA
01/05/2021,28.68,IKftMZlFkX birthday gift XsfLI
27/08/2021,66.27,PigywKRfra salary hwpSx
15/09/2021,72.78,tOyZabPyvN salary mrEvC
22/12/2020,54.51,cmuQYuEcLA paycheck gQmez
30/04/2022,-2.25,OejTLCwODh vodafone bfLie
22/07/2021,83.69,fIIISYLSfB paycheck QsejC
18/12/2020,-11.82,YngkiVNpFO esso ZBblz
21/01/2022,-15.62,tixWlgwNdg eon fYTxb
31/07/2021,-27.08,KNGWeaBfZt esso PLhzF
13/11/2020,19.93,dqAEQQYGLC birthday gift ixFwe
27/11/2021,44.61,yBnPFeOYHf paycheck mnWQg
02/01/2022,-8.09,RMzyxujwbk eon PQYhp
17/02/2022,58.77,CQMawAbHiT salary SqncV
28/04/2022,-59.95,nachSjaOMt shell aXYqP
26/09/2022,44.2,YQUgdYvLjI paycheck pYNre
16/10/2021,-13.78,OjHaRzbzhN metrolink CcFNE
09/04/2022,-42.65,AVzKkroVuP octopus tVdWL
09/08/2021,16.36,cMPuXDhmht paycheck svpgt
23/10/2021,38.73,fwftDmKocW birthday gift ciZzq
02/04/2022,-72.67,FLzALewIov ee mobile wYQXy
08/04/2022,60.13,mJPDzSBBtK paycheck agetq
08/08/2021,-41.69,OOsYBMHPbO vanguard pMTZp
03/05/2022,-21.89,LLRJEoZxzf trainline QBKdC
03/05/2022,75.81,tpjOsDeXhi salary gANVl
28/08/2021,12.22,aiDSbAFdcm paycheck KHbie
27/01/2021,6.08,upiNPTdAlD birthday gift vEjVD
03/12/2021,0.12,nMbAnhtnie birthday gift bPmhv
17/05/2022,31.98,vZgQVjOJmw birthday gift TVAgP
18/07/2022,7.05,GUXROpDJow paycheck dMBLD
05/11/2020,33.95,SicmWZdCEh birthday gift qmiLL
12/03/2022,-20.31,VpDZHlmcbi shell ANeFg
08/01/2021,-41.39,sdWxcfsrJA esso UwXkr
17/02/2021,-15.97,yxQXrrsBkk o2 KAvaJ
08/07/2022,69.28,ATNynvcKyk birthday gift rkQEf
17/08/2022,-67.76,VhFDijBdNJ eon fcINn
31/10/2020,-36.05,FeadlxxDyS united utilities qEDdh
09/10/2022,39.17,KcWdOcEMpK paycheck JGLqT
24/07/2021,-8.3,kiAGCPYOsF british gas MUDAb
21/04/2021,2.99,YpOVdWkdBY paycheck LYIKu
27/03/2021,37.4,aWPAxntHNi birthday gift WIQSw
24/11/2020,28.74,RKnKGQrYIP paycheck HYkoW
22/06/2021,-71.49,rdrnTTWZZL edf energy hcTqn
23/11/2020,63.88,GdsemyTZkn birthday gift zWBtG
26/11/2020,-10.77,tIhkelHiWk amazon DjwEH
13/08/2022,56.3,ltHLWpDito birthday gift KIbnm
08/02/2021,2.09,YaYTkjJlsw birthday gift BnUkB
27/07/2021,-11.02,wfVHJOLpnt nandos HzfYz
09/12/2020,88.65,aDZFMpNIwQ birthday gift Gmcog
03/11/2020,-88.63,iBFsvTMNtc esso xszxc
16/09/2021,-15.0,ZiMjHzCnqc edf energy fbJja
29/05/2021,-68.94,ZZSqTvXjaW three KZQVG
03/05/2021,58.22,SXIRwAiNmM birthday gift rGoVn
17/10/2021,-60.42,RRtNfwokdw john lewis XnPhQ
06/03/2021,-52.27,yMEQkKeXwt energy UANJL
25/05/2021,-73.75,MBlprOZFgb amzn ZvDSN
03/01/2022,-26.01,MVOOVyRAty cash exSsr
17/01/2021,-8.25,ObwVGabhXA ee mobile wXniI
04/07/2021,-20.79,hgietkQGwF bus YecZz
01/07/2021,-65.67,yMlQtqZyZV m&s kbQPs
26/03/2022,73.76,QFmayDuujq paycheck oezEq
15/12/2021,1.55,sdWbXwAyWB paycheck Syutr
09/03/2021,76.57,ThdLboYmlG birthday gift EyRQE
07/11/2021,-43.9,ViRsQXEOEN energy RfNNF
16/11/2021,-34.03,ZxXeivzssK british gas zRzYY
05/04/2022,-31.78,lpTHqqoMdh asda IsRCM
12/10/2021,30.34,ZZwiMYllAN birthday gift XhhXG
08/09/2022,-63.68,pMfHFsbVTy sainsbury vVvak
20/12/2020,68.98,wGhHqPnpze birthday gift zAmnw
19/08/2022,-2.6,eeSRFMVixj marks&spencer BsRtD
19/03/2022,16.18,OLUPfurvjh salary YUauI
04/02/2021,-25.56,efCaekHZev slug & lettuce jSWQL
24/04/2022,-68.42,IutpyNNwIq fitness KHEyw
10/10/2022,84.11,WiBPCosHno salary ICqvE
24/04/2021,64.2,bsegjGdywG salary NDEJP
19/09/2022,-17.31,kYZgQOkndD sainsbury zdyxy
15/08/2022,-11.37,eCfpzFKOtb bus aqomW
12/07/2021,-1.08,RVZcQpfFqN marks&spencer fCpDs
25/05/2021,6.33,OvXrIlcmCb paycheck ZwuEl
17/10/2021,-81.12,ZYOFxVsfgg mcdonalds kihtB
14/08/2021,5.67,nQQBXESugK paycheck wnOIn
06/10/2022,-51.09,eedxqtAatB npower IDrCY
25/02/2022,42.12,qWDTDWpfiV birthday gift Mvkko
27/02/2022,-20.37,zSHrzefVNe bowling DLttr
04/04/2021,-10.72,ioMCwBZwDF m&s IwMQx
29/07/2022,-43.3,zYWOwBYdDN gym IbCBQ
13/03/2021,-24.16,QVbJyGRpiG gym KHYEH
16/02/2021,9.48,yrMKQMZNcq paycheck ridQA
02/07/2022,-32.21,pxGreBsSFW energy idUpM
12/10/2020,35.88,KWHZgxjgGp paycheck DFtjn
11/05/2022,78.97,QUeIebtQlr birthday gift TtWKR
20/09/2022,-41.55,cvToxetxGD bt ZzqVS
08/11/2020,-23.47,KttBWgkvdC apple ceVVy
08/09/2021,-31.34,BKFIoHLaaW nandos EsVLH
21/12/2021,-90.93,pcaVshIbNF three ZzhDB
12/10/2020,-26.83,TFwFvntjTr asda mlkfN
22/03/2022,29.11,XPnRTWFUUQ salary VOUhh
08/10/2021,65.1,lbkgHnsIyD salary YBMZQ
06/11/2020,-43.03,fIoEYpwKAG asda SheVd
30/04/2021,82.82,enpyRAduJs salary SZqUR
02/08/2022,-33.74,zADLeqxTrc tesco mobile rtEBY
11/08/2022,-44.77,xsxezuZROd gym gBDBj
08/06/2022,15.5,lqxNygczbU salary nHIyo
30/08/2021,47.82,BSHRKrRolu paycheck fIAvn
29/11/2021,57.62,YJIIqfvRrg birthday gift MhSzO
15/12/2020,71.15,MLdPLXJfKA birthday gift dyTcR
29/07/2022,-84.7,LKYMCvRbRA sainsbury XxNOF
06/03/2022,-53.94,ZbNYOIfUdh apple DShOs
23/09/2021,-75.0,OsdoqkpFKA greggs DkqpR
05/04/2022,28.4,kHPMmXIyir birthday gift knLEJ
28/10/2021,27.11,rfjYJRMCZP birthday gift ydBHA
17/08/2021,1.28,ZCdGrVEoav paycheck ODTxB
28/08/2022,66.93,HOiLuFKfAr birthday gift hPuwN
08/03/2022,12.38,ihvdnrDmTK salary IEcYX
27/11/2020,-66.17,OsklNxcLpt john lewis QfyIj
03/02/2022,14.02,ftXxUIDbIi salary UGFCZ
08/06/2021,3.89,NluqocXMcH salary bwFSA
12/01/2022,6.46,iWtqVFblvB salary Iittf
13/03/2021,-5.12,TWYbiQLhTk o2 tlUMR
11/02/2022,-28.09,iJTaNJoLav ee mobile RSUSF
25/05/2022,-20.6,HUBNPHcBYs amazon dZThp
06/01/2022,40.5,tjwcXAjxLr paycheck vKQiU
03/10/2022,-34.55,XJEoHdINwU nabu casa CzuTm
22/06/2022,-68.85,NkkdNetLKe three noaMK
30/12/2021,-0.91,szkDUjNjBe octopus EkCMz
12/04/2021,14.46,jXaQNFPYCq paycheck nQCEp
05/06/2022,34.72,MMLlIUrZPF paycheck bdBIi
26/08/2022,-7.25,ahAUTgqQFa octopus AjMlk
19/03/2021,6.21,OFisBQepuq birthday gift efIsd
14/11/2020,-18.91,kmBVfAPERa amzn RKysw
05/04/2021,-13.46,HkawwLzjpl nabu casa lwhcW
02/09/2021,11.32,bupETYsIjn paycheck iwVdD
08/12/2020,-56.34,HwFnAPyAkQ ee mobile kASfb
04/01/2022,31.0,rIuBeuFraK salary WuKpG
12/12/2021,63.77,aEnJkaemjL birthday gift BPsRi
11/01/2021,-83.18,QRsHLLFPRJ asda MgxnS
23/04/2022,2.14,PMclOAmrvM salary daFxP
12/04/2021,-89.2,AORhTJPWNg amzn xjcqt
16/03/2022,70.46,hwenMdmnlX paycheck ediAQ
14/07/2022,48.67,UwKNUNvlnJ salary xTLhK
18/05/2022,26.07,ICIHSbrokO birthday gift BxXMC
12/04/2022,47.91,JrHhaMdKQC birthday gift QpEQj
23/08/2021,31.55,JirmUgVgcx birthday gift lOCcT
06/09/2021,-18.12,poPXWrQzkf fuel mGrYU
09/09/2021,55.86,YawIiLwcRm salary yCIQI
25/04/2021,0.76,QdeFiMMGoM paycheck jrQza
15/11/2021,26.56,rEGfEYnjTx paycheck NbqWT
02/01/2021,39.66,QrwxFWMsfv salary PpWPa
18/10/2020,18.72,rpjolWqnTW salary pRqOt
21/06/2022,-26.48,BPgYGzpkAW m&s KNVmz
09/03/2021,14.2,atCVAuMpeO salary QCOTv
13/01/2022,-26.05,MLAJjDCsZT slug & lettuce TFbTR
31/01/2021,57.63,JpnFitfzBz birthday gift fVtha
23/01/2021,12.88,qkiGOhettY paycheck jylWG
14/03/2021,-27.26,aVwHzdDNBe npower ytkje
09/11/2021,-45.08,aFVRgaiBqz amzn egBqy
23/09/2022,-67.32,eVSKCVqJIe nabu casa FmEjx
30/08/2022,-14.95,RbiNrjyYkg energy cTcAS
12/03/2021,28.14,RiJMtAdcqZ paycheck oZCIl
16/05/2021,-14.51,RwcITCqtTq octopus rXiJw
04/07/2021,24.92,shIURnYmEP paycheck mObnK
08/06/2022,59.6,ifxughwjhN salary tyywn
26/03/2021,12.86,LfYSjyRoga paycheck Ajcwg
24/05/2022,26.4,SpyITqPhFR birthday gift OwggQ
19/01/2021,-79.07,ezPbLVoXRL john lewis WwYUq
09/07/2022,13.25,kOiTzLjSSC salary poErQ
07/12/2020,-49.59,mMZDAQGBkh cash JMgrA
18/07/2021,4.69,OapdSAWVkI paycheck GEiCh
18/02/2021,-5.01,JLuVjClAvv asda sCUei
29/03/2022,-3.15,UBNdkMzaDu spa MzCFa
05/08/2022,60.94,aitYeBwKHc paycheck yGsbv
17/08/2022,29.48,VNOHUoVvGd birthday gift EIYsN
23/10/2021,46.53,pQoaMovsvT salary QJLpu
31/03/2022,11.65,ziqwNjHdEV salary kHUlL
23/12/2020,-20.59,XrvJNdemBT trainline uFwat
