date,amount,description
18/06/2021,5.75,xPvwlBmLyN salary WhXxT
10/04/2021,-48.15,tBRWzKDcAE etoro SqfBe
31/07/2021,-30.94,qLhWXIxuMp coop OBFcx
18/10/2020,-69.63,blAPhEAHWH etoro bMSIV
01/11/2021,19.53,FIaGrNLkHr paycheck mXQvO
18/08/2022,-21.63,KmQwiLvzXT nabu casa mBhCX
26/05/2021,-0.27,VSpahZYrpw bus CTGXq
04/02/2021,-12.36,fgFCHAUSQl john lewis UsYdO
06/08/2022,-0.43,iyVehGvEGh british gas IJpZN
10/06/2022,13.35,LDpzqWqYaE birthday gift gCCPH
18/09/2021,-53.17,aInnHAYpxC aldi pOHSs
13/08/2021,-71.24,aRihUjKJuj invest BzMZH
24/09/2021,-73.28,CTrZZFiFVq tesco KHRKx
09/04/2022,53.76,eLNIUbgkIl birthday gift CZhQQ
04/01/2022,-23.64,CNRitJjHIU bt Pbkrd
04/02/2022,-28.29,JLDUjLNecD bowling cwkXo
02/09/2020,-21.5,UzJtWqxwQy united utilities JAAhm
01/05/2021,83.98,NyPCOqLDFI paycheck wSLKq
06/09/2020,-8.66,RVOKLWsfIq m&s fApsU
28/10/2021,-37.17,PrVbthYKGm coop jldhU
21/02/2022,40.78,gbEXKqhpKg paycheck FUeLB
07/05/2021,-22.36,kEJhJSbjjM fitness QSThY
30/10/2020,-62.0,GFEJppWJzk nandos eXHpG
17/09/2020,-54.47,BOKVlmQyPM fuel kmpya
15/01/2021,-88.94,YoTbAlKMFe tfgm xAfNM
10/06/2022,-96.13,NEFcuoSqFj sainsbury eXhcE
09/05/2021,-54.08,FMtWJqZHoS amzn nMxPe
14/09/2020,51.48,fOfCYKudEM paycheck mGSQp
12/05/2022,69.37,IMkLpMQUoE paycheck kEeOw
08/08/2021,-37.04,iMHDGZARFU energy lKABK
18/06/2021,35.69,kAomSqgRKn birthday gift PksIw
04/12/2021,-40.76,CILePjkjEM o2 nXFGz
29/01/2022,52.44,rDHBYbwRmr paycheck XEtem
04/02/2021,16.01,FCbQJikhfY salary YuxCI
10/11/2020,-33.37,ydhEwGXPGJ o2 BTlgO
28/04/2022,-50.68,edwrvCyPXH invest fZWoL
13/02/2022,-58.21,kVQRceWnfR nabu casa OTYkd
04/10/2021,-27.92,PFPxghiCGV united utilities jgHIK
13/11/2021,-15.83,pzLymPkQjr nabu casa RVfRO
13/09/2020,-56.46,iknEeDeEHy invest lkbKQ
11/02/2022,-70.23,KXoiCndvIJ spa OOJJV
12/12/2021,-86.86,OBwzqKRvFH john lewis CqNZo
13/11/2020,56.27,BldUxITNKh paycheck GIbUH
17/06/2022,18.27,eUzylSwQyu salary hPnKU
01/10/2021,62.05,UJNEczYYBm birthday gift oHRXP
01/03/2021,65.97,pIkdLOEdHt salary FKGKw
25/05/2022,-5.29,cfppACcJUk sainsbury kvJez
14/06/2022,-81.81,dShkGuKcLV amzn Jcghu
24/08/2022,-83.81,uNtcvrcvMS etoro AUAgW
10/05/2022,53.05,VQjfgAmpUV birthday gift UpgJN
02/05/2022,16.9,hloRJThkCC salary qBKKx
18/05/2022,-2.58,LPqRjAvllc sainsbury rLSbf
19/10/2020,-87.02,LvIUYImVlG energy aedAu
25/04/2021,-31.53,hCSYSeqDCm adobe tbkGw
21/09/2020,-87.93,hRYyJjreoN apple rUtfO
02/12/2021,-79.6,ZVvDPFBjHs vanguard pxLtE
13/10/2020,3.9,VwWEsviKtZ birthday gift avlcb
25/05/2021,-41.67,BvIxiwVbag apple DrTRR
21/07/2021,-16.67,PCTwDEdjUV octopus gvcYt
24/06/2021,-10.95,EvTLJGrOXS apple PNJZV
14/05/2022,-24.09,XEmzdnVwuq john lewis gPRjC
14/03/2022,-74.55,mxhFhmiWsq sainsbury GGfOH
22/08/2022,31.56,LOZBIKvZik salary xjIpE
06/08/2022,77.59,TnUwUFrXun birthday gift kSYXx
21/03/2021,-70.83,NINfbyDBXw spa GGsEx
16/04/2021,79.49,LphJJDSTIo birthday gift wNDXC
11/06/2022,2.58,NMJdQCcTLv paycheck JvAvk
10/11/2021,-63.03,dOqpssgTJF british gas rDdzl
03/12/2020,76.43,PjnoEnPyiR birthday gift weqJr
23/07/2022,-33.29,EqbNmrHJFz john lewis ANZsi
11/09/2021,6.92,bxCwPAOOWA paycheck TLQXU
28/03/2022,-11.86,yFjKGxmfye gym akjUd
08/01/2022,-85.82,xiABhHaUbk invest vdCZv
02/01/2022,-34.42,CEzVlSvMcG aldi TVjUJ
11/11/2020,53.48,KdCmcQlQFK salary pskYc
27/06/2021,-32.11,LgXQwFPvTp bt pbbir
03/01/2021,42.71,MTVjylasby paycheck kiSNQ
16/05/2021,14.51,tBEJFhvQic paycheck mrsGB
30/09/2020,-61.95,cGubvUBkGe united utilities FGRQj
05/06/2022,-64.86,UaVuFPeYaQ cinema CKsnD
06/02/2021,-73.43,fNckbTFSSV amzn DcwVP
07/06/2021,5.23,hurBXgAsfa salary NjOWq
21/09/2020,-86.24,ACbWxwKkLk amazon sdFaw
12/12/2020,-27.48,IaqWflsvJy o2 CNcsj
19/01/2021,-73.54,DBOWbKGkSc asda odxJr
06/03/2021,-58.81,uEmpZXnqBT tfgm UQZGy
14/03/2021,-64.91,LTSCNfRQJI octopus XEepZ
23/01/2022,58.49,eksXaHNHHb paycheck uJHfC
16/04/2022,7.1,xcrpVXAXpK paycheck MjxPM
29/04/2022,-69.75,aSAdNMrJAu bowling pcpAG
19/05/2022,-9.61,DXdlFVKJMu energy SdIYA
07/10/2020,-13.95,CcKkFNcSoF amzn OsdJq
22/06/2021,-78.76,BxiGKovMPZ o2 TkYzf
22/05/2021,-80.34,rftpXmBwzz apple hMozR
28/01/2022,20.2,iaFfIichVr paycheck ZgQNB
01/10/2020,-17.63,jQQDJpkCDP bowling wbpll
21/06/2022,-38.53,zqiRSGRmhm apple bzDnq
28/10/2020,-76.89,zoSGFalvNH adobe TdYgy
10/01/2021,-38.51,dGyuRJAlbV energy XXKSy
31/12/2021,-75.22,fBQjoJTddn bt zpNAE
03/03/2022,-18.77,HjuGpaMgIf nabu casa yGBSl
30/03/2022,34.49,OIpGKpHZry birthday gift YTtUq
13/02/2021,-76.13,VxzfAtUNNb invest qZjac
13/08/2021,-48.2,ZYORdmabzl bt lBaXu
26/04/2022,-31.87,YghStzQWgD energy LdxnA
22/11/2021,-8.05,mKKIRaorit fitness lZpVT
27/10/2021,-37.79,kjJaGRHhlW m&s veSgc
07/11/2020,50.34,olkKgMHHkl paycheck PpCIj
15/12/2020,-1.18,MsjZGHzaSQ invest bYRYt
14/10/2020,10.75,BoxpmUcaVA paycheck YmknF
24/05/2022,-28.42,vpIPmaulBp gym kDtIX
12/08/2021,14.27,tbyXFRKJbg paycheck Rdseg
30/03/2021,-37.97,svgvkFxrlA apple IagRY
27/12/2021,-75.67,XfEpDqHsbj tfgm PLGVb
11/09/2020,63.48,AEHioJWpwO paycheck CfAnd
07/03/2021,32.93,ICwJPhnXlZ birthday gift zFbxW
09/08/2022,-57.07,bumdzGgAnq tesco IdTiE
07/02/2022,-44.57,hoYPCldoBg vanguard QTESM
11/12/2020,-82.83,iRzjOalHMO gym LGslV
23/05/2022,-73.0,aSgYLyQgwX united utilities JuDKb
07/11/2021,-59.96,NupgteItrz amzn ivTHI
29/03/2022,-19.25,QaALrxLLtI sainsbury npRcr
13/06/2021,-65.55,yAYRoglUTH john lewis dDGmj
09/06/2022,-50.04,KkyCnoNWTO metrolink Pzocy
22/12/2020,-25.41,XNQaMBchtQ amzn GKaqN
25/01/2021,-54.09,EjfMWkWumK tfgm DRJXF
19/12/2021,-17.02,cEXDqLupHZ etoro qWJCG
02/01/2022,45.22,WFpfekXBkW salary LASfL
16/06/2021,-69.52,QotCgqQKGt gym yxrtI
03/06/2021,-26.79,vVvwhkAkzk metrolink LUTWK
11/09/2020,-7.4,CBqWzVIOwk nabu casa CtNOi
17/04/2022,-37.67,OInguIfLfB apple TLojD
17/04/2021,-68.9,GbjbHDIcCd aldi qUEMG
05/01/2022,-76.18,ELaWGZrnPT greggs RuuEL
26/01/2022,-46.91,LSGXZBzpeO nabu casa ghGoN
26/08/2022,54.63,nWpqyPMxEg paycheck ETnoa
13/12/2021,-36.12,DXLUCZHAWn greggs KBRwK
17/05/2022,-8.35,TnPZxHoOth asda lTwaB
01/04/2021,-13.58,aAeJLBpalp metrolink izRRW
10/07/2021,41.27,EHjNiKtNsQ birthday gift RtDap
04/05/2022,-57.66,fLxEUJKphO bus ngBBQ
12/02/2021,-59.04,EZIUemcvWC m&s wNRVA
07/11/2020,-46.54,xVRCsPjBSj fitness XfDJY
12/09/2020,0.96,eUdVqFxKYL birthday gift EULPG
24/11/2021,-51.14,rJpbXwELkt bus SXtxH
19/07/2021,-52.47,YsMyJLElMV bowling kobzF
06/03/2021,-32.28,CVySiiHxsu united utilities srzYB
28/09/2021,-28.03,IKwMPQMrcI octopus NFyTj
27/07/2021,-80.72,xrkKUmbVek tesco KMiFE
25/07/2021,-66.01,pCqzgwNMBT adobe XLSzi
03/02/2022,-23.67,GBHSsPEymo fitness tBBBi
13/09/2021,15.64,EkpuaxSwoE birthday gift HLReP
23/01/2022,-48.76,GIvBPYEvPr apple PgzQr
06/03/2021,-71.17,suNxFYQKwS gym vsiZq
12/02/2021,-24.0,ygNUGJWjIW nabu casa HXCro
14/05/2021,-86.83,orBqRrUcIe cash SmIeJ
10/07/2021,-72.38,SUqYGJShkb spa ElXLV
06/10/2021,-79.41,vcqwmLCQxz etoro OjxrX
02/01/2022,-77.97,jpMvbYfase aldi sGaLS
02/08/2021,-91.95,FVeVglgYkH gym ALvOm
28/05/2021,24.49,dGIwRnMVNa salary WVQHc
14/10/2021,-16.07,gjsVQtTqXP greggs unFPR
04/09/2021,-52.38,IdjuhGoigw united utilities IvTlu
29/05/2022,65.84,bQpoYohQxz birthday gift rMNnt
03/07/2022,-6.95,RsJQTrnBXl tesco dvBMd
01/08/2022,-37.4,AwMMfllhGS fuel BIhqr
08/01/2022,1.26,ekallrIpMg paycheck XWado
31/12/2021,-21.31,svRQzrYJYm amzn tbOqA
19/12/2021,47.47,biojNGLzGU salary drTFs
11/07/2021,-62.76,rtWjZSnDCv bowling dOZXJ
04/10/2021,-28.06,yHeirRtRGO fitness vqQOi
31/08/2022,-63.52,wBpUQeSnTk adobe ELTNz
17/11/2021,-43.74,RflXGuYTNd octopus JXgEM
28/11/2020,-7.69,MVyzBrhmHE amzn rPkRu
15/03/2021,-61.06,REDlwDOwNE spa qbKLT
07/02/2021,-5.95,vysCkeFtGe apple hjmhf
29/10/2021,-75.29,dpFObzmovU spa BtSVC
26/09/2021,-5.07,QHrExmNQWl gym uyFMh
30/01/2022,-62.04,ZUTOAGjxYd o2 SbYTj
24/04/2022,-34.31,PtajepaILs metrolink YXlmP
10/02/2021,-6.55,ariJSHvPzV bus NUkzT
12/07/2021,-69.51,cbCnLlGZdi british gas uRyBi
30/04/2021,-63.8,OnnrsmXDde aldi PYjRS
06/03/2021,-18.13,eTCkrqrJkY bowling VFlUD
01/10/2021,50.27,xeOHxqctzP salary TvTVT
23/08/2022,-32.02,WvLApqRVkW o2 bhXDk
05/04/2021,-67.72,vZvOcYzNfk amazon CpEfW
19/03/2022,10.74,nSCoFyqKKL birthday gift bZzTg
19/09/2020,-9.27,ZrlQoQhVCm etoro xQPAp
16/04/2021,-77.35,IAzAGYVCxy adobe FHtZq
11/04/2021,-57.81,hnijNhiktf bowling pRLsI
09/10/2020,-17.89,spOnmWZtkw sainsbury ajrYg
04/07/2022,12.65,DMXCQeOSkC paycheck jDYHZ
25/10/2020,47.51,hSifUVRtxx birthday gift rTTZN
25/06/2022,-20.13,muMYPbcAvZ etoro UiiGj
31/10/2020,20.24,eIHGVuGMDQ salary ZWNam
21/05/2021,46.53,bPrERZnzGw salary ikQrr
22/08/2021,-9.55,NXiwzdqXge fitness MpyIm
30/11/2020,46.29,VVAhEHQNNO salary eoDKQ
14/10/2020,16.49,JRabfDEIQm paycheck ADuvd
14/04/2022,-61.07,iZRmSniBtK m&s JSgNe
23/08/2022,-79.8,IdIsoAUxIf energy fGxCL
09/12/2021,-57.86,UqkZbGyQYW john lewis aqWTo
18/06/2021,-28.37,uuBoUsSwzo gym VjCXo
22/11/2020,-14.64,KMdCRIDhUH energy rPdJq
21/08/2021,66.38,uQdGZlcSJE birthday gift cWpAW
12/01/2022,1.37,rJeyaUSvWw birthday gift GXEJp
05/07/2022,16.24,hsiwkCPbHN birthday gift HLvOy
09/11/2021,68.29,zoxpNFPcsB birthday gift ftchM
18/12/2020,-37.09,imlsnOWNdM amzn zZCpf
31/10/2020,19.28,FwDmupxOUw birthday gift tTDat
14/06/2021,-23.28,eJCueCpNxr john lewis JGCil
01/10/2020,-77.5,zlSnWkuxSw amazon naqvo
21/12/2020,-34.91,PffmHHhLWt octopus QHrip
28/02/2021,-24.52,WyEIJdadie british gas kLykU
29/01/2022,34.34,DkBMzDdxPo paycheck ZjLey
17/12/2020,-14.45,IirsmAPbjI coop hsIQt
21/12/2021,-44.21,vdcTmelVdm bus lAlON
29/10/2021,17.21,MhnxtAlFZE salary vPMoe
05/05/2022,-51.68,qLDDZJDEMw gym sxBgj
21/11/2021,-48.58,feBMhSBMTP o2 boLXB
02/07/2021,-52.8,oZNXsdNuNu etoro ECQtn
26/08/2022,-38.81,YuFDGCrpMg o2 BJemz
22/04/2021,-14.91,KxWhxdeXeE nandos gGvia
13/03/2022,-73.4,uwfOMeERhI tfgm MzREe
19/03/2021,-15.72,VbRWqqtrMo cinema Ekaav
27/11/2020,62.42,geGNvrbjLi paycheck FTeRj
03/11/2021,-46.76,HcoDzJhowC fitness srTJN
31/03/2021,-62.52,TVnfXjzyKC amzn INOFX
18/01/2022,-66.64,qnyUxPXjYj united utilities RgPYF
12/06/2021,-54.34,kvkNyshJDk o2 VFUZT
28/03/2022,29.65,ODTfFIVhtA paycheck WOFdk
24/05/2021,-57.15,GiUqOkkUbx spa baeaA
13/10/2021,50.11,BlXoBDXMqP paycheck jxrem
15/05/2022,-51.36,pKIClkKIBL energy nDiTr
09/05/2021,-29.97,FPKwhyLFNk aldi CKbLw
03/03/2021,19.05,muJHYQDiFU salary YQrYX
24/10/2020,-33.17,aptdLXLgzV coop wOxfc
02/05/2021,-24.7,QxnuEgQAFF apple SKpjm
25/02/2022,-72.05,FAVsAIINNw greggs NLBMy
29/03/2021,78.83,KjIMiQqbVT paycheck CIlVt
18/03/2022,-9.14,sGGBpxmOrn bowling tKHrj
26/09/2021,-26.67,fMluioAPEW m&s jFjKB
17/04/2022,-28.75,CpDvGECMFg cinema nKlTC
23/02/2022,-77.12,csfsiOFPUP amzn tqDAF
14/10/2021,57.26,RJIWKeHxBA birthday gift GjwTN
29/04/2022,-55.94,oSrRNYuiQk asda lkEVa
08/07/2021,-18.85,vmtGvRmcHK spa iqoBu
16/10/2020,-42.22,sevLXButRd cash LayWX
02/08/2022,38.93,DXlSRdMflO salary qlzAt
04/10/2020,-27.62,vtYrMwuDmf amazon BaGzO
24/05/2022,70.72,NoLoHPPuNI salary BUXsp
27/09/2020,-20.1,pVNAukMdlS fuel zYpPs
10/07/2021,-82.25,kvIzriIqnE nabu casa wTbPa
10/09/2020,25.84,jwNzjJGwKu salary uFjiI
04/02/2021,-26.81,AnrToKpqvd amzn CPnKY
01/10/2021,-72.93,uuBvoWjvQX united utilities QCovG
07/06/2022,70.56,SJLltEnUqp paycheck CSYpZ
28/03/2022,59.72,tJNYHxjicx paycheck mGwQj
15/11/2020,-0.54,IzSqKmOuPy nandos XPTts
15/05/2021,-22.16,EusBnCbdPg spa tYSRI
05/08/2022,-91.19,tsTgDSLpQZ etoro TrrOy
07/03/2022,-16.83,EJYQVjIZQg cinema yajsi
10/07/2021,-27.86,HbnWDJDJlb greggs fXNSZ
30/07/2021,24.57,ZvrqYdpLnD paycheck hWnnS
16/10/2021,-81.4,dGeznoeJyH gym MAbVQ
05/11/2021,-71.24,gFwCbPCUrY amzn bWgIF
12/04/2021,-8.06,WydralbCfj tesco lByeQ
22/07/2021,-57.19,LLeLujtkvk amazon yJsqB
21/04/2021,-51.2,VkVgYSSDxF cinema fBQGy
17/09/2021,-69.94,FgOKcmrile aldi EFHml
18/03/2022,39.98,pTrxxinaUb paycheck yChfJ
07/04/2021,-73.51,bZJsMDXaGE cash VZYNS
18/01/2022,-72.1,ulajCbKbfw etoro clqRj
13/06/2022,-30.37,gUULpmUUmd fuel tYBwY
01/09/2021,-22.6,xaqSJrJjcr john lewis qdPTJ
04/01/2022,-47.25,uuPjsgqCLb spa ssnCZ
08/04/2022,-73.59,ypSUudoEOT amzn vPkbj
02/03/2021,-66.99,ImrDuzhfKP tesco NVwNL
30/07/2021,-48.63,uAZZkPgoYp etoro KBfnS
25/03/2021,62.93,ciqdfZOOOy birthday gift NgnLh
11/05/2022,-6.44,ATCijssgMk tesco PIeIt
30/09/2020,-90.31,lKdSRaMABf energy WSCdg
19/04/2022,-61.61,CbjMRTJcuK m&s qRTRS
10/10/2020,-48.12,NLbLkFdrLo octopus BoJJM
14/06/2021,3.93,qFwlfOqeHK paycheck OcVGI
16/06/2021,-33.73,WensMIIAcP energy DVHrc
09/07/2022,32.45,pJpmaaZxkm birthday gift dKavi
10/07/2022,24.15,RPAxakgSrD birthday gift WhdlR
14/11/2020,-40.25,HDHlqynjRm energy SkQkR
27/06/2022,-18.05,UxYwqJWyWM fuel nLXDh
03/01/2021,-62.92,qyEEWtvubk invest uFCMZ
13/02/2022,17.58,ZpgRgAKhbK salary PsESg
13/09/2020,-12.6,SPfperZBbJ cinema VvYho
27/11/2020,-35.49,vxJEdzwfJv octopus KAcJB
17/02/2021,-60.62,KDEfRiNxrU bowling kNyae
17/05/2022,-76.42,PwUDOKNfwy cinema qGAEn
06/05/2022,-76.2,BqCMgQDCPi sainsbury jyNMq
01/02/2021,-78.86,oOONsLGHUt john lewis bpEpf
12/09/2021,-15.86,jTXIFWSFnb sainsbury gQmWo
03/09/2020,79.59,OddurGZPFg paycheck osdEu
02/08/2021,-27.24,SHJHfcxRvq etoro ClsZz
15/11/2021,-19.49,PQsBbcEJTb united utilities laXRb
29/04/2021,-78.25,EQlqHUZuov cinema QZPXG
07/07/2021,-61.49,NLDUSozcbY gym eBxex
19/02/2022,-90.91,UhuxiDJkEO cinema VozXR
29/10/2021,-52.39,AzGueeLVwE bt UpLaK
12/08/2021,-48.73,itgaSfdaoJ m&s SrRyF
12/06/2021,-6.88,ChtYmLaqqn british gas LMTUM
10/08/2021,-65.44,yFORlJuifM fitness fyNGE
02/09/2022,-81.26,cWHAdwqyqv greggs LKSzk
10/01/2021,-18.66,GYoRCemMUo amzn lMSMa
14/01/2022,12.91,GDQvIpYWXX salary yJScS
06/05/2021,52.51,QknDclFlSf paycheck UzNsi
23/07/2022,-90.12,nMlwovgkzj john lewis nXZPE
19/09/2020,13.26,gSdiWhgZBq paycheck qWXPw
04/06/2021,-71.22,OUUHBmyIGk amzn FoNPA
16/04/2021,-43.24,VfEwnFTmbw coop NlNPM
25/11/2021,-57.2,ZmoHwhhwlY fuel mWEcP
18/04/2022,-70.97,SebQupyLdl tesco AHzkn
24/06/2021,41.31,gATfWbQqzL birthday gift rYpIQ
19/06/2022,-60.19,zFeKArCdrI bus xsGtb
12/06/2022,8.93,QHDCXxlgaD paycheck MLtmE
20/03/2022,19.55,NaUVeYXKFL birthday gift arYxd
01/01/2022,-79.24,mYzrZQepRo marks&spencer bBLtq
15/10/2020,-47.95,GfGGYeDDBk invest OrFAx
01/01/2021,18.45,oGnoKuzGeV birthday gift Boofz
22/01/2022,-16.91,ddBKhjelFR tesco NnusA
09/09/2021,-18.15,YodGnFeInI bus puJFS
11/05/2021,32.68,DtdgLZRWHM paycheck trLgs
11/06/2022,-86.57,bWdVMUIDzu bus hmEin
29/07/2022,-70.67,rFaKTXlicT bt oLIfm
18/12/2020,-26.6,PoLavAdpZV energy vjzaY
06/02/2022,62.04,azPEnDRYKR birthday gift iAGkr
21/04/2021,-83.96,kkIaUGROkk greggs wDook
08/09/2021,-78.04,jiyaHtuPRw amzn OOZGZ
23/07/2022,43.4,elMmfTwOxx paycheck bCVCq
10/01/2022,44.2,HpbqGTteEZ birthday gift bNEUG
24/02/2022,-67.84,RocUszHagF sainsbury KIFwU
23/11/2021,-36.83,XAppWZtDJE gym qSrrD
28/04/2021,-84.84,KtoAeRikHV cinema NGRvI
10/10/2021,-61.95,vMvnWzkXtd united utilities MNAmt
30/08/2022,49.83,VVbbmLCJwD salary fkpnu
22/08/2022,-54.66,tCjIYlyKBX o2 gpMMT
19/08/2022,9.41,lYTZvBuGSl paycheck aiUuW
22/05/2021,-19.23,AbdXMAQmdI nandos QdTjK
08/02/2021,-52.38,eHUoETeWRr metrolink rVOWu
10/09/2020,-15.21,VKHVtrGZAj vanguard QFwWB
27/06/2022,-12.37,bYjBMayvHj bus rVyrl
28/04/2021,-92.01,DNGqIwbyOn cash Hlyka
22/05/2022,-63.45,AVgFJkuWBb apple YCsJj
12/05/2022,-32.45,ZfQXKvTPWb bus eGRDM
28/08/2022,19.56,rjtEZYKThV salary DQXKd
13/08/2021,-48.79,JWjltjQtdb british gas lXHGA
20/12/2020,-55.24,dPGBssuvwo bus ATkcz
13/05/2022,25.34,hNIVhrNyDL paycheck UNtfr
07/03/2021,88.76,pyVUVKZaYa paycheck bWOeT
03/02/2021,-39.77,uGclSYrpyM octopus kWYoQ
07/12/2021,14.34,ansgYkstrT salary FSgte
10/09/2021,-49.28,CYLUotIIsC fitness XUGoh
04/09/2021,-32.71,UxwqOEmpHs gym AERHb
31/12/2020,-49.57,bNtcJPbQXm aldi sXoDS
01/05/2021,-16.99,chopMTgOYG coop ygzJs
08/03/2021,52.13,CoiSmKjQGm salary KkMeK
28/08/2021,9.69,MgDUdIdrcT paycheck GjDsV
25/03/2021,-29.54,pmdjJPUCli o2 TDahQ
22/12/2020,-89.75,HwakFbazXw tesco JdlwN
12/04/2021,-66.68,vKLvYAzoVL greggs WMyYq
01/06/2021,-45.34,cLbuGbxwIM coop cCbdj
13/06/2021,-43.62,wIGreTkXCi united utilities Ppcxc
25/11/2020,-76.31,bMHtfiXcJg spa EBMON
03/03/2021,-60.92,UcvyhVBEmX nabu casa nALrC
24/11/2021,-70.34,yLEWswMQfI united utilities jvrmS
21/07/2022,14.27,SbJWLpcJkp birthday gift ZIjxg
09/08/2022,39.76,SSawngWQIa salary vEFVc
21/12/2020,-11.17,fcUWhxVOmx invest Xspfp
02/12/2021,49.32,BQYiWdqWmA salary QaADD
10/11/2020,-46.32,pBuFCeiQcy amzn DxxtP
26/07/2021,63.69,KEdUyAzagP salary Nkhwb
11/02/2021,-3.15,UkbiDZaYgR adobe thIOH
05/08/2021,23.68,jZywvABaJI birthday gift MFowy
28/12/2021,-28.65,alblrYNWSX tfgm tMcYk
18/07/2022,6.73,GOHAixdDim paycheck Azmjy
01/07/2021,-28.87,WoUpWSWWma united utilities LAyHj
06/07/2021,-61.54,GOeyTbboJa bus iQtlq
02/12/2021,-8.59,VAVWHSgaiE etoro fOmpQ
26/04/2022,-86.33,pYkFcxgdQQ fitness URgCC
12/09/2021,-73.33,xwjrwQqdHk apple qEsis
13/11/2020,33.46,UMGygNjPYB paycheck EnvKj
16/09/2021,-15.76,qZAHUecwLZ gym vtihR
27/04/2022,4.68,tClxeKpUZw paycheck Yoatx
02/04/2021,-48.6,CMMsSRxvUV energy BKxpC
13/03/2021,-74.84,axKtYfGkhd greggs nnjXx
23/02/2022,13.1,yttAmuuEfG salary fKZzZ
29/05/2022,25.74,FDilLxWkvz birthday gift KXokz
30/08/2021,-44.54,MjYqdxuCTa nabu casa VEbze
31/01/2022,-44.48,wnpYNbhtmn octopus eiWuc
03/02/2021,-5.95,ixAayHOupv etoro Eazfh
26/10/2021,15.88,GsiTfmUyQR paycheck ZVVCX
10/12/2020,-81.72,PwbsbAlowT marks&spencer NGmem
05/10/2021,-79.02,QXilbwBjme invest UIxAD
06/09/2020,-81.31,qNyDIQSBpL john lewis eJdjK
11/06/2022,51.21,acughVYwpW salary BeMVP
23/04/2022,-77.6,KMZHaObluq bt JudVO
24/12/2021,-41.68,KRlLSHRhuj adobe FYodB
26/07/2022,-9.68,ICpyPVPsUB adobe xJdVK
26/06/2021,-22.29,dfqhUrAsYL sainsbury rrnYL
09/07/2022,-24.0,oOfXLcNckF nandos sLWpT
02/09/2020,-82.07,tTICCeMPgz o2 xhyBU
26/11/2020,-20.24,YqJHWsdmae greggs woLRc
26/04/2022,-80.4,iYgWNYouvr nandos LeuVZ
22/08/2021,-38.78,WAarhmPzBP energy NLLJs
13/09/2021,45.95,myJnfjJXIv birthday gift UQWHK
12/10/2021,50.98,QrRHXTwBfX birthday gift sNhDS
01/05/2021,-63.97,gKtSSAqTOQ o2 xftSn
01/05/2022,1.61,LOazqdLylb paycheck HTunV
03/09/2020,75.05,hJCoehtKAj birthday gift PfHaO
01/06/2022,-23.34,IzrQFJuPch tesco evSSf
04/09/2020,20.56,RojiJYbUcm salary fTaYk
25/11/2021,36.17,XXmVUHMABt salary OAeOv
05/06/2022,-47.41,GPLIJPACnG bus iRVDj
16/07/2022,-69.75,qTfusajnWi cash KfAPi
29/09/2021,-72.97,JpciARlGCr o2 CXNFx
01/02/2021,-59.95,RGOyrkvfVm fuel QoJbY
22/12/2021,-58.68,ioAQeyygCa bt OtDxC
25/11/2021,-51.82,alCapuwfsw invest IIBzy
22/02/2022,50.45,OfDvMMxwXu birthday gift TaRaB
10/09/2021,25.97,ycAmturuje birthday gift Mmknh
19/03/2021,47.87,QJeVwNtuQa paycheck jdCjz
30/01/2022,-32.77,dhcVQUZKmt metrolink KUxPZ
19/07/2022,4.52,GxBtkQsWlK salary Fzenf
02/06/2021,-66.37,qyKEfrhuFI nandos mfKgs
17/05/2022,84.68,GAdxRlmedv birthday gift VTUCs
07/06/2022,-18.22,UoVKDCFbOB amazon fdkPe
27/09/2020,-68.11,gGTwtYauBi vanguard laAsi
21/02/2021,88.74,oDvNFRKXAg paycheck IlEER
19/10/2020,-85.22,qSpCbyaENA adobe cJuoA
02/05/2021,-26.72,clfjXMjLqm bt ndGQD
19/07/2022,19.22,FxNmtupgGu paycheck rqVrQ
28/12/2021,-17.06,NalQeBRLUj cash TZxeq
10/06/2021,-65.68,eTWbMRGXgf octopus chPiU
11/01/2021,23.64,INhrBYCpTE salary kCnWk
13/09/2020,58.03,nYerZJFBlb salary vFHVC
15/05/2021,-1.73,aIETwumson marks&spencer GzPuw
03/05/2021,-54.98,mGRIUcwgqu invest aZxzm
10/06/2022,38.24,iZQjSOdAPi birthday gift bPCHT
24/09/2020,-51.12,uLcJBbBrkn fitness QXyLF
28/04/2022,10.64,GFEnMnimMn paycheck RbkOk
30/01/2021,48.31,rYgxOQTjjO birthday gift iffqx
26/03/2022,27.37,VIDUmmtgSP paycheck FzBln
02/01/2022,-92.17,VLhjsfTrwB british gas SKaJK
01/06/2022,0.91,SPgoLaaknn birthday gift rScCB
29/03/2021,60.86,aSTQSscpMY birthday gift ouhAY
19/06/2022,-29.15,dCagGCOSOK adobe CHVQd
31/10/2020,-59.35,JqKeCopiKW bt QgZax
11/06/2021,-85.94,RsclyqxFro apple LXliM
03/09/2021,-59.1,wpMWdEbmSO nandos kSsEX
15/12/2021,23.92,AhSZcMkrcf birthday gift mnLou
22/04/2022,-89.48,xXxFNfDtfb m&s zFZNj
14/09/2021,-73.27,LXpQDBzYoc metrolink sdCKk
02/07/2022,-41.46,gMsTCBxGBr gym uTxzK
27/06/2021,15.73,EIGsRysXKk salary QtaAF
15/10/2020,-97.11,HnglqnXxRZ british gas zxDtX
